AGC,RAJ2000,DEJ2000,Dist,e_Dist,Vc,e_Vc,HIflux,e_HIflux,W85,e_W85,Af,e_Af,Ac,e_Ac,Cv,e_Cv,K,e_K,S/N,sigma,logMHI,e_logMHI,Notes,SDSS,SimbadName,LEDA
230456,203.95583,13.4175,185.6,2.2,12638,13,1.91,0.3,464,38,1.1,0.11,1.38,0.19,3.37,0.34,0.038,0.033,10.0,2.4,10.19,0.07,1,*,AGC 230456,LEDA
230459,203.98542,13.34306,185.7,2.3,12684,8,1.53,0.24,396,27,1.02,0.1,1.58,0.23,3.06,0.33,-0.024,0.018,12.0,1.7,10.1,0.07,2,*,AGC 230459,LEDA
230466,204.06042,9.26917,147.9,2.3,10104,10,2.22,0.35,522,35,1.0,0.09,1.39,0.18,3.76,0.46,0.017,0.024,14.8,1.9,10.06,0.07,1,*,AGC 230466,LEDA
230480,204.2575,9.01472,102.0,2.4,6868,8,1.15,0.21,199,34,1.14,0.15,1.0,0.21,3.83,0.65,0.033,0.034,9.7,2.3,9.45,0.08,1,*,AGC 230480,LEDA
230488,204.3525,27.41972,160.3,2.5,10965,6,2.63,0.41,358,23,1.0,0.07,1.17,0.13,2.71,0.22,-0.046,0.016,19.1,2.0,10.2,0.07,1,,AGC 230488,LEDA
230489,204.40833,28.8025,118.0,2.4,8033,4,1.45,0.23,167,12,1.05,0.09,1.09,0.17,3.54,0.28,0.029,0.017,15.3,1.8,9.68,0.07,1,*,AGC 230489,LEDA
230493,204.51208,26.33722,115.2,2.3,7821,4,1.85,0.29,114,8,1.05,0.08,1.06,0.12,4.17,0.34,0.086,0.016,20.6,2.0,9.76,0.07,1,,AGC 230493,LEDA
230495,204.56125,11.25111,246.7,2.2,16976,14,2.15,0.34,395,32,1.51,0.12,1.58,0.21,3.34,0.4,0.005,0.024,10.7,2.6,10.49,0.07,2,*,AGC 230495,LEDA
230503,204.66417,12.45722,157.6,2.3,10868,21,1.84,0.33,495,63,1.13,0.85,1.33,0.33,3.12,0.54,0.012,0.033,8.5,2.9,10.03,0.08,2,,AGC 230503,LEDA
230509,204.69125,30.48028,115.0,2.1,7815,6,3.34,0.52,314,21,1.13,0.08,1.07,0.12,2.66,0.25,-0.058,0.02,20.3,2.5,10.02,0.07,1,*,AGC 230509,LEDA
230516,204.82542,12.72389,101.5,2.3,6829,4,4.22,0.67,282,17,1.05,0.08,1.04,0.11,2.96,0.21,-0.04,0.016,27.2,2.4,10.01,0.07,1,*,AGC 230516,LEDA
230529,204.93333,27.77667,124.2,2.3,8459,4,1.85,0.29,66,6,1.07,0.16,1.17,0.19,4.89,0.39,0.074,0.017,19.9,2.1,9.83,0.07,1,*,AGC 230529,LEDA
230532,205.00708,26.9775,121.0,2.3,8241,10,0.88,0.16,228,30,1.12,0.19,1.0,0.23,2.99,0.5,-0.034,0.038,7.9,1.9,9.48,0.08,2,,AGC 230532,LEDA
230533,205.01292,29.13694,194.6,2.3,13398,9,2.85,0.45,309,20,1.01,0.07,1.04,0.12,2.7,0.22,-0.06,0.017,20.0,2.1,10.41,0.07,1,*,AGC 230533,LEDA
230537,205.11333,4.77389,101.8,4.3,6856,4,2.17,0.34,189,13,1.19,0.1,1.03,0.13,4.32,0.35,0.063,0.016,15.3,2.6,9.73,0.08,"1,c",,AGC 230537,LEDA
230540,205.07583,32.15306,113.6,2.2,7738,5,2.33,0.37,282,32,1.16,0.09,1.06,0.12,3.04,0.29,-0.023,0.03,18.2,2.3,9.85,0.07,1,*,AGC 230540,LEDA
230546,205.195,25.89722,128.2,2.4,8736,3,1.56,0.25,67,6,1.16,0.13,1.25,0.15,4.14,0.37,0.071,0.018,14.8,2.8,9.78,0.07,1,*,AGC 230546,LEDA
230548,205.23375,11.70056,148.4,2.4,10119,7,0.96,0.17,114,19,1.0,0.15,1.25,0.31,3.55,0.55,-0.008,0.038,9.2,2.3,9.7,0.08,1,*,AGC 230548,LEDA
230552,205.3,1.77972,126.9,2.2,8596,7,1.15,0.2,193,24,1.37,0.29,1.14,0.48,4.6,0.7,0.107,0.033,6.8,3.1,9.64,0.08,2,*,AGC 230552,LEDA
230553,205.28833,12.77111,207.0,2.3,14183,8,2.04,0.32,449,30,1.01,0.11,1.28,0.26,5.05,0.41,0.118,0.021,12.1,2.2,10.32,0.07,1,*,AGC 230553,LEDA
230557,205.2825,23.28194,119.8,2.3,8105,11,1.03,0.18,312,41,1.19,0.16,1.69,0.4,5.7,0.7,0.122,0.039,8.5,1.8,9.54,0.08,2,,AGC 230557,LEDA
230568,205.42625,30.12472,162.2,2.3,11114,6,1.47,0.23,261,24,1.31,0.1,1.05,0.12,2.62,0.28,-0.053,0.021,11.0,2.2,9.96,0.07,1,*,AGC 230568,LEDA
230573,205.43833,27.00472,126.6,2.3,8641,15,1.26,0.22,336,46,1.1,0.14,1.0,0.23,2.46,0.38,-0.058,0.034,9.5,1.8,9.68,0.08,1,*,AGC 230573,LEDA
230579,205.48542,30.51944,17.8,2.2,961,7,0.59,0.1,54,7,1.03,0.14,1.25,0.29,4.07,0.7,0.028,0.035,9.3,1.9,7.65,0.13,1,,AGC 230579,LEDA
230591,205.59958,14.73889,185.4,2.4,12711,13,2.01,0.31,469,43,1.27,0.11,1.46,0.2,2.97,0.28,-0.029,0.02,11.3,2.3,10.21,0.07,2,*,AGC 230591,LEDA
230602,205.65958,29.95444,173.6,2.2,11925,7,0.93,0.17,173,23,1.0,0.12,1.03,0.23,2.63,0.45,-0.048,0.04,9.6,2.0,9.82,0.08,1,,AGC 230602,LEDA
230610,205.96042,13.24972,97.6,2.3,6566,4,1.47,0.23,129,9,1.01,0.08,1.01,0.11,3.43,0.27,-0.005,0.017,17.7,1.8,9.52,0.07,1,,AGC 230610,LEDA
230614,206.02875,12.12778,215.0,2.3,14762,7,2.13,0.33,361,23,1.0,0.08,1.22,0.15,3.39,0.27,-0.003,0.018,13.7,2.1,10.37,0.07,1,,AGC 230614,LEDA
230617,206.07375,14.48417,191.2,2.3,13121,5,1.63,0.26,183,24,1.0,0.09,1.23,0.15,3.02,0.36,-0.006,0.038,13.8,2.3,10.15,0.07,1,*,AGC 230617,LEDA
230619,206.08958,14.32778,179.5,2.2,12304,10,1.53,0.27,390,53,1.0,0.13,1.42,0.33,4.08,0.66,0.055,0.04,10.0,2.0,10.07,0.08,1,,AGC 230619,LEDA
230620,206.1025,13.17528,179.6,2.3,12293,7,1.96,0.31,272,17,1.0,0.08,1.1,0.13,2.35,0.24,-0.083,0.02,14.3,2.0,10.17,0.07,1,*,AGC 230620,LEDA
230621,206.15542,5.85194,102.2,2.4,6884,4,1.21,0.19,169,12,1.35,0.1,1.12,0.13,2.96,0.26,-0.021,0.018,13.3,1.9,9.47,0.07,1,*,AGC 230621,LEDA
230627,206.28125,8.47389,162.3,2.4,11086,8,2.12,0.33,345,24,1.05,0.08,1.32,0.17,3.11,0.29,-0.042,0.02,11.6,2.6,10.12,0.07,1,,AGC 230627,LEDA
230635,206.47,26.77417,131.2,2.3,8925,9,1.77,0.28,348,27,1.15,0.09,1.21,0.14,2.82,0.24,-0.03,0.018,11.3,2.2,9.86,0.07,1,,AGC 230635,LEDA
230636,206.54125,9.29194,158.3,2.2,10794,5,3.63,0.57,316,22,1.13,0.08,1.35,0.15,2.69,0.25,-0.052,0.017,23.2,2.2,10.33,0.07,1,,AGC 230636,LEDA
230642,206.70875,11.62111,156.9,2.3,10675,8,2.02,0.31,273,19,1.39,0.12,1.96,0.26,3.52,0.38,0.006,0.024,13.0,2.3,10.07,0.07,1,,AGC 230642,LEDA
230652,206.78833,3.64389,103.3,2.3,6991,9,1.86,0.29,314,23,1.74,0.14,1.84,0.21,3.75,0.45,0.055,0.017,16.9,1.7,9.67,0.07,1,*,AGC 230652,LEDA
230653,206.76917,24.99639,128.2,2.3,8746,3,2.38,0.37,126,8,1.05,0.08,1.37,0.15,2.71,0.2,-0.045,0.016,25.1,2.1,9.96,0.07,1,*,AGC 230653,LEDA
230663,206.94875,11.27417,173.3,2.3,11884,8,0.75,0.13,105,36,1.76,0.25,2.88,0.75,4.76,0.7,0.032,0.047,6.3,2.7,9.73,0.08,2,*,AGC 230663,LEDA
230666,207.02542,12.07167,104.2,2.3,7033,4,2.82,0.44,217,14,1.23,0.09,1.25,0.15,2.73,0.22,-0.039,0.018,20.1,2.4,9.86,0.07,1,*,AGC 230666,LEDA
230690,207.15,33.51194,65.9,4.3,4368,13,0.94,0.18,237,32,1.15,0.21,1.38,0.4,3.25,0.7,-0.014,0.039,6.3,2.4,8.99,0.1,2,*,AGC 230690,LEDA
230696,207.16875,31.46083,116.1,2.2,7900,9,1.79,0.28,158,14,1.09,0.14,1.0,0.11,3.71,0.34,0.025,0.02,11.2,3.0,9.76,0.07,1,*,AGC 230696,LEDA
230723,207.36958,13.87778,106.7,2.2,7217,5,1.4,0.22,159,13,1.43,0.11,1.4,0.16,3.15,0.39,0.015,0.018,16.4,1.7,9.57,0.07,1,,AGC 230723,LEDA
230732,207.47,2.07861,144.4,2.3,9801,15,1.29,0.24,308,41,1.33,0.23,1.25,0.44,4.26,0.7,0.055,0.034,6.7,2.7,9.8,0.08,2,,AGC 230732,LEDA
230737,207.46083,33.62167,65.9,4.3,4326,16,1.59,0.29,303,39,1.03,0.16,1.03,0.24,3.27,0.53,-0.037,0.034,7.0,3.0,9.21,0.1,1,*,AGC 230737,LEDA
230746,207.68125,29.12333,162.2,2.3,11048,7,0.81,0.14,202,31,1.61,0.22,1.02,0.26,2.11,0.36,-0.14,0.042,7.8,1.8,9.7,0.08,1,,AGC 230746,LEDA
230750,207.75375,13.77306,92.0,2.4,6161,4,1.76,0.28,181,12,1.18,0.09,1.16,0.14,2.62,0.22,-0.029,0.018,16.0,2.3,9.55,0.07,1,*,AGC 230750,LEDA
230762,207.99792,13.96639,160.4,2.3,10989,8,1.87,0.3,453,31,1.1,0.09,1.02,0.12,3.47,0.28,-0.019,0.021,11.6,2.1,10.06,0.07,1,,AGC 230762,LEDA
230764,207.98708,29.3125,155.5,2.3,10669,8,0.5,0.09,93,13,1.55,0.27,1.2,0.46,2.21,0.7,-0.063,0.034,6.5,1.8,9.46,0.08,"1,p",*,AGC 230764,LEDA
230768,208.08167,13.57583,161.3,2.1,11046,4,3.46,0.55,215,14,1.05,0.08,1.0,0.12,3.58,0.32,0.042,0.016,31.1,1.8,10.33,0.07,1,*,AGC 230768,LEDA
230792,208.37667,11.34333,165.1,2.3,11291,6,1.94,0.3,304,21,1.08,0.08,1.15,0.15,2.83,0.29,-0.041,0.021,15.6,1.9,10.1,0.07,1,*,AGC 230792,LEDA
230800,208.51917,13.59389,102.6,4.4,6648,4,3.42,0.54,197,12,1.05,0.08,1.27,0.13,3.05,0.22,-0.01,0.016,28.5,2.1,9.93,0.08,1,*,AGC 230800,LEDA
230801,208.53667,9.41278,101.8,2.2,6866,3,1.68,0.26,122,8,1.27,0.1,1.33,0.16,3.16,0.26,-0.037,0.019,17.8,2.2,9.61,0.07,1,*,AGC 230801,LEDA
230808,208.62542,14.67556,182.8,2.2,12557,5,2.38,0.37,352,22,1.02,0.08,1.19,0.16,2.18,0.19,-0.093,0.019,17.6,2.0,10.27,0.07,1,*,AGC 230808,LEDA
230812,208.7025,12.85806,118.9,2.4,8058,8,1.98,0.31,283,20,1.12,0.11,1.44,0.19,3.98,0.33,0.037,0.019,11.8,2.6,9.82,0.07,1,*,AGC 230812,LEDA
230823,208.80458,32.86528,209.8,2.3,14478,6,4.49,0.71,420,27,1.08,0.08,1.05,0.11,4.19,0.31,0.024,0.016,27.9,2.1,10.67,0.07,1,*,AGC 230823,LEDA
230831,208.93583,8.18917,100.6,2.4,6772,5,4.36,0.68,239,16,1.12,0.09,1.27,0.14,3.23,0.25,-0.014,0.016,23.3,2.9,10.02,0.07,1,*,AGC 230831,LEDA
230845,209.03708,29.67083,174.1,2.3,11983,14,1.96,0.31,351,22,1.0,0.08,1.28,0.17,2.98,0.3,-0.043,0.019,14.2,1.9,10.15,0.07,1,*,AGC 230845,LEDA
230846,209.06125,12.80583,104.2,2.4,7029,6,1.42,0.22,173,11,1.11,0.11,1.4,0.2,3.46,0.33,-0.031,0.018,13.4,2.1,9.56,0.07,1,*,AGC 230846,LEDA
230856,209.15833,12.25861,249.6,2.2,17186,7,2.64,0.41,347,25,1.17,0.1,1.76,0.21,3.35,0.26,0.021,0.027,15.1,2.5,10.59,0.07,1,*,AGC 230856,LEDA
230857,209.13375,28.52194,156.6,2.1,10722,7,1.41,0.22,269,21,1.05,0.08,1.1,0.15,2.25,0.33,-0.059,0.02,10.8,1.9,9.91,0.07,1,*,AGC 230857,LEDA
230859,209.23083,14.14222,66.6,2.3,4488,4,2.96,0.47,181,11,1.06,0.08,1.04,0.11,2.79,0.2,-0.03,0.016,21.2,2.6,9.49,0.07,"1,c",,AGC 230859,LEDA
230861,209.25583,10.8675,101.8,2.2,6866,4,2.75,0.43,228,14,1.0,0.07,1.08,0.12,2.66,0.2,-0.072,0.016,26.4,1.9,9.83,0.07,1,,AGC 230861,LEDA
230865,209.32958,11.97611,90.9,2.3,6151,4,3.56,0.56,255,19,2.04,0.16,4.67,0.52,4.21,0.37,0.118,0.022,24.3,2.3,9.84,0.07,"1,c",,AGC 230865,LEDA
230866,209.30792,11.9975,92.1,2.3,6199,5,2.07,0.33,299,24,1.0,0.08,1.0,0.11,3.35,0.27,-0.01,0.019,11.3,2.8,9.62,0.07,"1,c",,AGC 230866,LEDA
230870,209.33375,28.79639,161.1,2.2,11053,5,1.67,0.26,259,17,1.21,0.1,1.65,0.19,3.64,0.27,0.014,0.017,19.2,1.4,10.01,0.07,1,,AGC 230870,LEDA
230871,209.42167,17.50861,98.7,2.4,6672,7,0.67,0.12,82,12,1.01,0.21,1.27,0.31,3.79,0.62,0.046,0.037,7.9,2.3,9.19,0.08,1,*,AGC 230871,LEDA
230872,209.49542,10.71194,101.3,2.2,6839,5,1.98,0.31,199,13,1.07,0.08,1.3,0.14,3.03,0.23,-0.034,0.016,19.9,1.9,9.68,0.07,1,*,AGC 230872,LEDA
230876,209.52542,28.42278,118.5,2.3,8056,10,1.02,0.18,154,22,1.0,0.15,1.04,0.28,5.02,0.7,0.125,0.036,8.3,2.4,9.53,0.08,1,,AGC 230876,LEDA
230879,209.595,14.45694,55.0,11.3,3847,6,3.4,0.53,276,17,1.02,0.08,1.31,0.14,3.33,0.25,0.01,0.017,22.3,2.3,9.38,0.19,1,,AGC 230879,LEDA
230880,209.59917,25.55,45.5,9.3,2606,3,4.86,0.77,157,10,1.02,0.07,1.0,0.1,4.4,0.32,0.058,0.015,37.5,2.3,9.38,0.19,1,,AGC 230880,LEDA
230893,209.73125,15.63583,112.5,2.4,7646,9,2.44,0.38,256,18,1.2,0.11,1.26,0.15,3.22,0.51,-0.01,0.02,10.2,3.6,9.86,0.07,1,*,AGC 230893,LEDA
230898,209.83458,10.13917,98.7,2.3,6658,7,1.33,0.21,161,15,1.09,0.1,1.12,0.2,4.55,0.38,0.13,0.023,10.3,2.5,9.49,0.07,1,,AGC 230898,LEDA
230912,209.97958,12.05528,170.2,2.3,11683,7,1.89,0.3,246,29,1.18,0.1,1.26,0.26,3.79,0.64,0.051,0.019,13.0,2.4,10.11,0.07,1,*,AGC 230912,LEDA
230914,210.01833,12.11139,172.9,2.4,11831,5,4.46,0.7,497,31,1.05,0.08,1.04,0.12,2.52,0.18,-0.057,0.016,30.0,2.0,10.5,0.07,1,*,AGC 230914,LEDA
230915,210.0375,4.08056,176.6,2.2,12085,9,0.71,0.13,148,21,1.55,0.28,13.59,3.37,4.9,0.7,0.033,0.04,6.0,2.5,9.72,0.08,2,*,AGC 230915,LEDA
230917,210.06667,9.28889,87.0,2.2,5824,16,1.12,0.19,258,33,1.18,0.16,1.12,0.26,2.19,0.39,-0.097,0.033,7.5,2.4,9.3,0.08,"2,p",,AGC 230917,LEDA
230920,210.0825,12.95694,108.4,2.2,7328,4,5.51,0.87,407,25,1.07,0.08,1.19,0.12,3.82,0.28,0.026,0.015,33.3,2.3,10.18,0.07,1,,AGC 230920,LEDA
230925,210.12917,8.65028,71.8,15.2,4571,4,2.89,0.45,165,10,1.0,0.07,1.01,0.11,2.81,0.21,-0.06,0.015,26.0,2.2,9.55,0.2,1,,AGC 230925,LEDA
230935,210.19042,30.07583,119.6,2.3,8161,16,1.34,0.25,337,74,1.22,0.17,1.31,0.38,2.73,0.61,-0.013,0.036,7.9,2.3,9.66,0.08,2,*,AGC 230935,LEDA
230937,210.24625,29.56222,120.2,2.2,8172,4,3.32,0.52,289,20,1.32,0.1,1.22,0.15,4.28,0.31,0.075,0.016,25.9,2.0,10.05,0.07,"1,c",,AGC 230937,LEDA
230938,210.26625,29.52556,117.2,2.3,8066,9,2.62,0.41,446,28,1.18,0.1,1.3,0.15,3.35,0.53,0.021,0.016,15.9,2.2,9.93,0.07,"1,c",,AGC 230938,LEDA
230939,210.32542,10.11889,102.9,4.3,6866,5,3.68,0.58,236,14,1.0,0.07,1.01,0.11,2.96,0.22,-0.044,0.016,24.9,2.4,9.96,0.08,1,,AGC 230939,LEDA
230940,210.31875,13.41333,81.9,2.2,5582,5,1.13,0.18,181,13,1.12,0.09,1.09,0.13,2.24,0.44,-0.093,0.026,13.1,1.8,9.25,0.07,1,*,AGC 230940,LEDA
230946,210.37125,9.15361,72.8,2.3,4963,7,1.56,0.24,164,12,1.11,0.11,1.0,0.2,3.25,0.34,0.019,0.017,13.5,2.4,9.29,0.07,1,*,AGC 230946,LEDA
230954,210.45667,9.65361,95.6,2.2,6428,7,1.37,0.22,157,10,1.04,0.09,1.0,0.12,2.9,0.33,-0.035,0.021,11.9,2.3,9.47,0.07,1,*,AGC 230954,LEDA
230955,210.4675,8.78583,88.0,4.3,6074,4,3.69,0.58,149,9,1.01,0.07,1.16,0.12,3.22,0.23,-0.003,0.015,38.0,1.9,9.83,0.08,1,,AGC 230955,LEDA
230960,210.485,12.37944,101.3,2.4,6840,5,1.98,0.31,150,10,1.1,0.09,1.0,0.11,4.44,0.35,0.095,0.018,17.1,2.2,9.68,0.07,1,,AGC 230960,LEDA
230964,210.52792,9.05972,88.0,4.3,5861,5,1.22,0.19,224,15,1.15,0.11,2.96,0.35,2.81,0.21,-0.048,0.018,10.9,1.9,9.35,0.08,1,,AGC 230964,LEDA
230966,210.53333,9.56694,88.0,4.3,5668,7,0.73,0.13,110,14,1.1,0.22,1.09,0.29,4.0,0.58,0.031,0.037,7.7,2.4,9.12,0.09,1,*,AGC 230966,LEDA
230968,210.53958,9.5475,88.0,4.3,6214,14,1.34,0.21,358,25,1.26,0.1,1.22,0.14,3.96,0.34,0.018,0.025,10.6,1.7,9.39,0.08,2,*,AGC 230968,LEDA
230970,210.60792,10.40556,149.7,2.2,10215,12,1.69,0.27,455,33,1.31,0.11,1.19,0.15,2.34,0.23,-0.071,0.026,10.5,2.1,9.95,0.07,2,*,AGC 230970,LEDA
230986,197.26333,6.96417,200.5,2.4,13734,4,1.21,0.19,165,13,1.01,0.1,1.59,0.26,4.28,0.44,0.085,0.026,14.5,1.7,10.06,0.07,1,*,AGC 230986,LEDA
230996,203.10417,3.06111,99.5,2.2,6665,9,0.51,0.1,74,11,1.64,0.29,2.22,0.57,2.23,0.61,-0.078,0.066,5.6,2.6,9.08,0.08,2,*,AGC 230996,LEDA
231008,206.12958,20.21111,119.5,2.3,8105,4,2.51,0.4,358,22,1.05,0.08,1.11,0.12,2.65,0.19,-0.054,0.016,31.9,1.1,9.93,0.07,1,*,AGC 231008,LEDA
231009,206.18625,15.52389,99.6,2.4,6694,6,2.62,0.41,290,19,1.17,0.09,1.47,0.17,2.71,0.23,-0.05,0.017,18.7,2.1,9.79,0.07,1,*,AGC 231009,LEDA
231014,208.86958,6.59639,106.7,2.2,7210,7,1.56,0.24,233,18,1.12,0.1,1.14,0.14,3.76,0.33,0.021,0.019,10.2,2.7,9.62,0.07,1,*,AGC 231014,LEDA
231015,208.92583,12.19444,91.0,2.4,6108,7,0.92,0.16,123,16,1.15,0.19,1.21,0.31,4.23,0.65,0.084,0.032,9.7,2.3,9.25,0.08,1,,AGC 231015,LEDA
231016,208.89667,26.69361,75.7,2.3,5071,5,1.47,0.23,146,11,1.32,0.14,1.72,0.27,4.71,0.42,0.082,0.02,14.2,2.1,9.3,0.07,1,,AGC 231016,LEDA
231022,204.01083,8.18472,31.1,6.3,1245,4,2.02,0.31,99,7,1.07,0.09,1.07,0.12,3.0,0.23,-0.021,0.017,19.8,2.3,8.66,0.19,1,,AGC 231022,LEDA
231023,205.6075,3.85611,104.5,2.1,7054,9,2.35,0.36,349,29,1.0,0.1,1.44,0.17,3.47,0.28,-0.008,0.021,13.1,2.4,9.78,0.07,1,*,AGC 231023,LEDA
231024,207.51208,15.90306,100.2,2.3,6759,5,2.94,0.46,270,16,1.0,0.07,1.08,0.12,2.42,0.18,-0.078,0.016,19.5,2.4,9.84,0.07,1,,AGC 231024,LEDA
231027,201.66167,2.31361,100.2,2.2,6719,6,1.15,0.2,72,9,1.31,0.18,1.65,0.41,2.77,0.58,-0.031,0.04,9.9,3.1,9.43,0.08,1,*,AGC 231027,LEDA
231031,204.21875,1.18778,205.0,2.3,14078,5,3.87,0.61,253,16,1.03,0.08,1.39,0.15,3.55,0.25,0.025,0.015,26.9,2.3,10.58,0.07,1,*,AGC 231031,LEDA
231032,204.24417,0.22556,97.9,2.3,6544,5,1.95,0.3,348,24,1.13,0.09,1.01,0.12,2.95,0.27,-0.012,0.019,10.4,2.8,9.65,0.07,1,*,AGC 231032,LEDA
231050,203.74,13.74417,101.2,2.3,6819,3,3.74,0.59,202,12,1.08,0.08,1.57,0.16,3.83,0.28,0.006,0.016,38.3,1.8,9.96,0.07,1,,AGC 231050,LEDA
231067,210.51167,9.96389,163.7,2.4,11176,13,1.27,0.23,299,39,1.51,0.22,1.45,0.36,3.72,0.64,0.022,0.031,9.4,2.0,9.9,0.08,1,*,AGC 231067,LEDA
231071,195.81583,1.46833,180.3,2.1,12248,9,2.63,0.41,337,21,1.0,0.1,1.84,0.22,2.93,0.24,0.009,0.017,16.8,2.2,10.3,0.07,1,,AGC 231071,LEDA
231075,206.94,22.12611,103.0,2.3,6965,5,2.23,0.35,227,14,1.0,0.08,1.0,0.11,3.44,0.27,-0.019,0.016,17.4,2.2,9.75,0.07,1,*,AGC 231075,LEDA
231076,207.78042,24.01778,124.4,2.4,8475,7,3.46,0.54,309,24,1.16,0.09,1.26,0.15,2.79,0.27,-0.052,0.021,21.3,2.3,10.1,0.07,1,*,AGC 231076,LEDA
231084,200.44292,0.21333,150.5,2.2,10224,12,1.09,0.2,172,23,1.03,0.21,1.52,0.43,6.48,0.7,0.092,0.043,5.6,3.7,9.77,0.08,2,,AGC 231084,LEDA
231091,201.92792,20.97722,90.1,2.3,6072,10,0.96,0.17,191,24,1.39,0.19,1.33,0.31,3.69,0.7,0.017,0.035,8.4,2.1,9.26,0.08,1,,AGC 231091,LEDA
231092,204.14875,8.19333,103.6,2.4,6977,9,2.13,0.33,321,27,1.05,0.1,1.03,0.12,2.93,0.44,-0.02,0.02,13.3,2.4,9.73,0.07,"1,p",*,AGC 231092,LEDA
231093,204.35083,6.50972,168.7,2.3,11512,22,1.46,0.26,322,41,1.01,0.13,1.04,0.25,2.28,0.39,-0.102,0.04,7.8,2.6,9.99,0.08,1,,AGC 231093,LEDA
231097,207.54208,18.26889,114.6,2.1,7775,5,1.7,0.27,172,15,1.15,0.2,1.0,0.59,6.34,0.7,0.184,0.025,10.8,3.1,9.72,0.07,1,,AGC 231097,LEDA
231101,209.22167,20.1425,122.2,2.2,8291,4,5.07,0.8,417,27,1.4,0.1,1.29,0.13,5.33,0.39,0.12,0.015,46.9,1.5,10.25,0.07,"1,c",,AGC 231101,LEDA
231102,209.43667,25.60083,138.2,2.2,9453,5,1.45,0.23,227,18,1.37,0.11,1.66,0.21,2.54,0.32,-0.064,0.033,15.7,1.7,9.81,0.07,1,*,AGC 231102,LEDA
231104,210.48292,32.45833,64.2,2.3,4261,7,0.97,0.17,185,23,1.08,0.14,1.09,0.24,4.32,0.65,0.073,0.037,8.3,2.4,8.97,0.08,1,,AGC 231104,LEDA
231112,202.42667,31.98667,191.0,2.4,13157,9,1.18,0.21,184,27,1.04,0.18,1.0,0.3,4.87,0.7,0.034,0.031,7.6,2.7,10.01,0.08,2,*,AGC 231112,LEDA
231119,209.58375,7.22444,107.8,2.1,7284,3,0.97,0.15,80,10,1.0,0.08,1.0,0.12,4.3,0.43,0.061,0.029,11.9,2.3,9.43,0.07,1,*,AGC 231119,LEDA
231120,209.74042,7.25417,109.4,2.2,7381,3,3.4,0.54,212,14,1.18,0.09,1.56,0.16,3.08,0.23,-0.017,0.016,35.7,1.8,9.98,0.07,1,*,AGC 231120,LEDA
231122,209.48417,7.43389,64.4,2.2,4379,4,0.85,0.13,71,6,1.0,0.13,1.31,0.17,3.83,0.29,0.052,0.016,12.7,1.9,8.92,0.07,"1,p",*,AGC 231122,LEDA
231193,206.51208,21.98333,120.2,2.2,8171,7,0.44,0.08,43,7,1.11,0.39,1.63,0.53,2.06,0.59,-0.128,0.067,5.1,2.8,9.18,0.08,2,,AGC 231193,LEDA
231195,206.40375,22.05444,118.4,2.3,8016,5,1.52,0.24,227,16,1.0,0.08,1.04,0.17,3.8,0.36,0.053,0.021,14.8,1.9,9.7,0.07,"1,c",,AGC 231195,LEDA
231196,204.03292,3.50972,101.8,4.3,7064,9,0.96,0.18,128,17,1.0,0.16,1.92,0.44,2.48,0.5,-0.089,0.036,6.8,3.3,9.37,0.09,2,,AGC 231196,LEDA
231198,198.66833,29.99722,101.6,2.3,6878,15,1.19,0.21,252,32,1.0,0.17,1.19,0.28,3.18,0.52,0.013,0.032,7.7,2.4,9.46,0.08,1,*,AGC 231198,LEDA
231232,195.97958,16.17083,153.5,2.3,10435,8,1.31,0.2,176,14,1.0,0.1,1.27,0.18,2.72,0.39,-0.041,0.027,10.0,2.4,9.86,0.07,1,*,AGC 231232,LEDA
231233,195.98292,14.90722,156.9,2.3,10671,7,2.08,0.32,363,24,1.03,0.08,1.06,0.12,3.83,0.32,0.061,0.017,13.9,2.1,10.08,0.07,1,*,AGC 231233,LEDA
231237,196.16208,3.71306,168.2,2.3,11439,13,1.1,0.19,276,43,1.33,0.21,1.22,0.33,4.42,0.7,0.085,0.038,5.8,2.7,9.87,0.08,2,*,AGC 231237,LEDA
231260,196.82917,2.00333,87.4,2.2,5802,9,1.05,0.19,111,22,1.0,0.79,1.12,0.12,5.96,0.7,0.186,0.057,7.1,2.7,9.28,0.08,1,*,AGC 231260,LEDA
231263,197.01167,6.48083,106.4,2.2,7139,5,2.68,0.42,327,21,1.03,0.08,1.04,0.14,2.58,0.21,-0.076,0.017,17.0,2.4,9.85,0.07,1,*,AGC 231263,LEDA
231280,197.46208,6.43667,172.8,2.4,11775,10,1.75,0.27,394,28,1.27,0.11,1.57,0.21,5.12,0.51,0.04,0.018,11.7,1.8,10.09,0.07,1,*,AGC 231280,LEDA
231282,197.58,2.02611,80.5,2.5,5519,4,3.25,0.51,186,12,1.11,0.08,1.44,0.16,2.95,0.22,-0.033,0.016,27.3,2.3,9.7,0.07,1,*,AGC 231282,LEDA
231285,197.68583,0.03167,180.2,2.3,12362,11,1.16,0.2,168,22,1.05,0.16,1.21,0.3,2.52,0.52,-0.042,0.034,6.7,3.1,9.95,0.08,2,*,AGC 231285,LEDA
231290,198.03042,3.19889,122.8,2.2,8283,3,4.27,0.68,102,7,1.01,0.07,1.0,0.1,3.36,0.24,0.006,0.015,40.0,2.4,10.18,0.07,1,,AGC 231290,LEDA
